layer,neuron,rank,subcomponent,connecting_weight,abs_weight
up_proj,8887,28,20017,0.015464,0.015464
up_proj,8887,29,13608,-0.015445,0.015445
up_proj,8887,30,11031,0.015427,0.015427
up_proj,8887,31,6777,0.015027,0.015027
up_proj,8887,32,19132,-0.014923,0.014923
up_proj,8887,33,17660,-0.013971,0.013971
up_proj,8887,34,10242,-0.013874,0.013874
up_proj,8887,35,10118,-0.013793,0.013793
up_proj,8887,36,18423,0.013616,0.013616
up_proj,8887,37,15480,0.013381,0.013381
up_proj,8887,38,7773,0.013327,0.013327
up_proj,8887,39,5237,-0.013081,0.013081
up_proj,8887,40,21316,0.012932,0.012932
up_proj,8887,41,11587,0.012726,0.012726
up_proj,8887,42,2209,-0.012546,0.012546
up_proj,8887,43,10220,-0.012514,0.012514
up_proj,8887,44,4315,0.012493,0.012493
up_proj,8887,45,3882,-0.012413,0.012413
up_proj,8887,46,20203,0.012266,0.012266
up_proj,8887,47,7142,-0.012190,0.012190
up_proj,8887,48,9864,-0.012095,0.012095
up_proj,8887,49,19199,-0.011931,0.011931
up_proj,8887,50,15584,0.011875,0.011875
up_proj,3896,1,13608,-0.040825,0.040825
up_proj,3896,2,10854,0.033797,0.033797
up_proj,3896,3,20017,0.030029,0.030029
up_proj,3896,4,5237,0.030001,0.030001
up_proj,3896,5,17660,-0.027904,0.027904
up_proj,3896,6,20165,-0.027441,0.027441
up_proj,3896,7,15183,-0.026872,0.026872
up_proj,3896,8,19956,-0.025060,0.025060
up_proj,3896,9,7510,-0.024641,0.024641
up_proj,3896,10,1246,-0.024063,0.024063
up_proj,3896,11,3194,-0.023750,0.023750
up_proj,3896,12,17253,0.022939,0.022939
up_proj,3896,13,10149,0.022539,0.022539
up_proj,3896,14,3081,0.022311,0.022311
up_proj,3896,15,1012,-0.021439,0.021439
up_proj,3896,16,21316,-0.020926,0.020926
up_proj,3896,17,12375,0.020337,0.020337
up_proj,3896,18,3905,-0.018415,0.018415
up_proj,3896,19,21693,0.018076,0.018076
up_proj,3896,20,11031,-0.017682,0.017682
up_proj,3896,21,15051,0.017214,0.017214
up_proj,3896,22,7142,0.016630,0.016630
up_proj,3896,23,19051,-0.015945,0.015945
up_proj,3896,24,18232,0.015376,0.015376
up_proj,3896,25,6499,-0.015339,0.015339
up_proj,3896,26,1025,0.015005,0.015005
up_proj,3896,27,5704,-0.014823,0.014823
up_proj,3896,28,9128,-0.014706,0.014706
up_proj,3896,29,1807,0.014268,0.014268
up_proj,3896,30,17809,0.014127,0.014127
up_proj,3896,31,7305,0.014092,0.014092
up_proj,3896,32,19089,-0.013930,0.013930
up_proj,3896,33,1027,0.013306,0.013306
up_proj,3896,34,8877,0.013257,0.013257
up_proj,3896,35,10394,0.013230,0.013230
up_proj,3896,36,7744,-0.012984,0.012984
up_proj,3896,37,13296,-0.012555,0.012555
up_proj,3896,38,9700,0.012541,0.012541
up_proj,3896,39,21097,-0.012231,0.012231
up_proj,3896,40,12294,0.012193,0.012193
up_proj,3896,41,16991,0.012109,0.012109
up_proj,3896,42,18734,-0.012096,0.012096
up_proj,3896,43,18423,0.012084,0.012084
up_proj,3896,44,3487,0.012083,0.012083
up_proj,3896,45,10220,0.012001,0.012001
up_proj,3896,46,7883,0.011654,0.011654
up_proj,3896,47,13617,-0.011635,0.011635
up_proj,3896,48,15214,0.011593,0.011593
up_proj,3896,49,2209,-0.011480,0.011480
up_proj,3896,50,7604,-0.011401,0.011401
up_proj,12728,1,15183,0.124135,0.124135
up_proj,12728,2,18232,-0.104110,0.104110
up_proj,12728,3,10404,0.103660,0.103660
up_proj,12728,4,6499,-0.073689,0.073689
up_proj,12728,5,23227,-0.071453,0.071453
up_proj,12728,6,1012,0.069982,0.069982
up_proj,12728,7,5065,-0.069386,0.069386
up_proj,12728,8,10014,0.063129,0.063129
up_proj,12728,9,1246,-0.063022,0.063022
up_proj,12728,10,17524,0.062183,0.062183
up_proj,12728,11,10825,0.058770,0.058770
up_proj,12728,12,12358,0.055581,0.055581
up_proj,12728,13,7773,0.054811,0.054811
up_proj,12728,14,12194,-0.053805,0.053805
up_proj,12728,15,10220,-0.049881,0.049881
up_proj,12728,16,6951,0.046353,0.046353
up_proj,12728,17,14601,0.043781,0.043781
up_proj,12728,18,5704,0.042972,0.042972
up_proj,12728,19,2810,0.040691,0.040691
up_proj,12728,20,14944,0.039882,0.039882
up_proj,12728,21,2505,-0.038618,0.038618
up_proj,12728,22,9700,0.038027,0.038027
up_proj,12728,23,16068,-0.037552,0.037552
up_proj,12728,24,19640,0.033125,0.033125
up_proj,12728,25,17957,-0.031142,0.031142
up_proj,12728,26,7142,-0.029589,0.029589
up_proj,12728,27,9203,0.028087,0.028087
up_proj,12728,28,16499,0.027166,0.027166
up_proj,12728,29,19132,-0.027086,0.027086
up_proj,12728,30,10619,0.024245,0.024245
up_proj,12728,31,13494,0.023615,0.023615
up_proj,12728,32,21158,-0.023397,0.023397
up_proj,12728,33,10141,0.023102,0.023102
up_proj,12728,34,18613,-0.022949,0.022949
up_proj,12728,35,10854,-0.022430,0.022430
up_proj,12728,36,10242,-0.021981,0.021981
up_proj,12728,37,17256,0.021299,0.021299
up_proj,12728,38,17253,0.019394,0.019394
up_proj,12728,39,21892,0.019206,0.019206
up_proj,12728,40,1025,-0.018918,0.018918
up_proj,12728,41,19199,-0.017856,0.017856
up_proj,12728,42,24399,0.017801,0.017801
up_proj,12728,43,15480,0.017547,0.017547
up_proj,12728,44,14292,-0.017394,0.017394
up_proj,12728,45,14462,-0.017025,0.017025
up_proj,12728,46,3882,-0.016661,0.016661
up_proj,12728,47,8726,-0.016367,0.016367
up_proj,12728,48,6777,0.016059,0.016059
up_proj,12728,49,20165,0.016027,0.016027
up_proj,12728,50,18279,0.015737,0.015737
up_proj,2404,1,1246,0.114068,0.114068
up_proj,2404,2,6499,0.099544,0.099544
up_proj,2404,3,17660,0.086418,0.086418
up_proj,2404,4,12358,-0.080445,0.080445
up_proj,2404,5,21158,0.065947,0.065947
up_proj,2404,6,17253,-0.065466,0.065466
up_proj,2404,7,10854,-0.062969,0.062969
up_proj,2404,8,19199,-0.059691,0.059691
up_proj,2404,9,19956,0.055749,0.055749
up_proj,2404,10,7142,-0.049846,0.049846
up_proj,2404,11,1025,-0.049552,0.049552
up_proj,2404,12,10014,-0.047903,0.047903
up_proj,2404,13,10825,0.045556,0.045556
up_proj,2404,14,17256,-0.042989,0.042989
up_proj,2404,15,7744,0.041582,0.041582
up_proj,2404,16,23227,-0.041267,0.041267
up_proj,2404,17,6951,0.041190,0.041190
up_proj,2404,18,10141,0.038334,0.038334
up_proj,2404,19,3487,-0.033021,0.033021
up_proj,2404,20,3128,0.032605,0.032605
up_proj,2404,21,8944,0.029235,0.029235
up_proj,2404,22,13494,0.028234,0.028234
up_proj,2404,23,10220,-0.028195,0.028195
up_proj,2404,24,15183,0.028113,0.028113
up_proj,2404,25,18613,0.027982,0.027982
up_proj,2404,26,12194,-0.027635,0.027635
up_proj,2404,27,5065,0.026353,0.026353
up_proj,2404,28,14462,-0.026201,0.026201
up_proj,2404,29,17524,-0.024746,0.024746
up_proj,2404,30,2810,0.024323,0.024323
up_proj,2404,31,8533,0.023768,0.023768
up_proj,2404,32,20165,0.023540,0.023540
up_proj,2404,33,18279,0.022822,0.022822
up_proj,2404,34,16761,-0.022487,0.022487
up_proj,2404,35,6298,-0.022383,0.022383
up_proj,2404,36,19051,0.021327,0.021327
up_proj,2404,37,14292,-0.021045,0.021045
up_proj,2404,38,3905,0.020026,0.020026
up_proj,2404,39,10274,-0.019674,0.019674
up_proj,2404,40,15077,-0.019147,0.019147
up_proj,2404,41,422,0.019147,0.019147
up_proj,2404,42,21031,0.019118,0.019118
up_proj,2404,43,8297,0.018970,0.018970
up_proj,2404,44,707,0.018469,0.018469
up_proj,2404,45,17807,-0.018257,0.018257
up_proj,2404,46,14944,0.017951,0.017951
up_proj,2404,47,7689,0.017507,0.017507
up_proj,2404,48,16764,-0.017475,0.017475
up_proj,2404,49,7148,-0.017387,0.017387
up_proj,2404,50,7510,0.017322,0.017322
up_proj,13492,1,15183,0.127999,0.127999
up_proj,13492,2,19956,0.114341,0.114341
up_proj,13492,3,10825,0.102631,0.102631
up_proj,13492,4,10854,-0.091654,0.091654
up_proj,13492,5,17660,0.091258,0.091258
up_proj,13492,6,1246,0.082868,0.082868
up_proj,13492,7,19199,-0.082689,0.082689
up_proj,13492,8,7142,-0.072448,0.072448
up_proj,13492,9,23227,-0.069268,0.069268
up_proj,13492,10,20165,0.068563,0.068563
up_proj,13492,11,18232,-0.066818,0.066818
up_proj,13492,12,17253,-0.066203,0.066203
up_proj,13492,13,1012,0.064021,0.064021
up_proj,13492,14,10619,0.060368,0.060368
up_proj,13492,15,2810,0.059754,0.059754
up_proj,13492,16,10220,-0.054701,0.054701
up_proj,13492,17,10141,0.054248,0.054248
up_proj,13492,18,9700,-0.051096,0.051096
up_proj,13492,19,7744,0.048488,0.048488
up_proj,13492,20,10404,0.047619,0.047619
up_proj,13492,21,7061,0.046660,0.046660
up_proj,13492,22,1025,-0.044972,0.044972
up_proj,13492,23,12194,-0.041184,0.041184
up_proj,13492,24,14462,-0.040059,0.040059
up_proj,13492,25,13494,0.039672,0.039672
up_proj,13492,26,5704,0.038698,0.038698
up_proj,13492,27,7773,0.037483,0.037483
up_proj,13492,28,7604,0.037177,0.037177
up_proj,13492,29,3487,-0.036553,0.036553
up_proj,13492,30,6499,0.033606,0.033606
up_proj,13492,31,21892,0.033097,0.033097
up_proj,13492,32,21158,0.032177,0.032177
up_proj,13492,33,10242,-0.030867,0.030867
up_proj,13492,34,3905,0.030393,0.030393
up_proj,13492,35,16761,-0.030056,0.030056
up_proj,13492,36,7997,0.029442,0.029442
up_proj,13492,37,422,0.028976,0.028976
up_proj,13492,38,23712,-0.028561,0.028561
up_proj,13492,39,2579,-0.028049,0.028049
up_proj,13492,40,8297,0.026072,0.026072
up_proj,13492,41,3882,-0.026056,0.026056
up_proj,13492,42,9128,0.024413,0.024413
up_proj,13492,43,12358,-0.024410,0.024410
up_proj,13492,44,17957,-0.024341,0.024341
up_proj,13492,45,7241,-0.023895,0.023895
up_proj,13492,46,21031,0.023723,0.023723
up_proj,13492,47,8003,-0.022721,0.022721
up_proj,13492,48,7510,-0.022061,0.022061
up_proj,13492,49,2209,0.021825,0.021825
up_proj,13492,50,4821,0.021566,0.021566
down_proj,1712,1,9722,0.156168,0.156168
down_proj,1712,2,15741,0.138191,0.138191
down_proj,1712,3,402,-0.136538,0.136538
down_proj,1712,4,24322,0.134268,0.134268
down_proj,1712,5,11143,0.107093,0.107093
down_proj,1712,6,19966,0.100884,0.100884
down_proj,1712,7,5012,0.080693,0.080693
down_proj,1712,8,20791,-0.078063,0.078063
down_proj,1712,9,4850,0.072239,0.072239
down_proj,1712,10,5477,-0.067353,0.067353
down_proj,1712,11,6252,-0.061769,0.061769
down_proj,1712,12,11663,-0.059912,0.059912
down_proj,1712,13,10441,0.059681,0.059681
down_proj,1712,14,1090,0.055345,0.055345
down_proj,1712,15,5833,0.054997,0.054997
down_proj,1712,16,338,0.054670,0.054670
down_proj,1712,17,14060,0.054595,0.054595
down_proj,1712,18,5777,0.053782,0.053782
down_proj,1712,19,8194,0.053723,0.053723
down_proj,1712,20,9543,0.051738,0.051738
down_proj,1712,21,19265,-0.051582,0.051582
down_proj,1712,22,4154,-0.043368,0.043368
down_proj,1712,23,11775,0.042377,0.042377
down_proj,1712,24,4796,-0.039458,0.039458
down_proj,1712,25,9338,-0.036331,0.036331
down_proj,1712,26,23484,-0.034568,0.034568
down_proj,1712,27,19972,-0.033208,0.033208
down_proj,1712,28,2488,-0.032754,0.032754
down_proj,1712,29,14708,0.031486,0.031486
down_proj,1712,30,22132,-0.031175,0.031175
down_proj,1712,31,173,-0.030604,0.030604
down_proj,1712,32,3368,-0.028117,0.028117
down_proj,1712,33,4851,0.027762,0.027762
down_proj,1712,34,20366,0.027320,0.027320
down_proj,1712,35,22353,0.027116,0.027116
down_proj,1712,36,18693,0.026988,0.026988
down_proj,1712,37,10404,-0.026522,0.026522
down_proj,1712,38,10367,0.025686,0.025686
down_proj,1712,39,20526,-0.025395,0.025395
down_proj,1712,40,3225,0.025350,0.025350
down_proj,1712,41,16212,-0.024656,0.024656
down_proj,1712,42,6988,-0.023340,0.023340
down_proj,1712,43,15312,0.023196,0.023196
down_proj,1712,44,14443,0.022870,0.022870
down_proj,1712,45,9515,0.022268,0.022268
down_proj,1712,46,13208,-0.021653,0.021653
down_proj,1712,47,15795,-0.021623,0.021623
down_proj,1712,48,2355,-0.021615,0.021615
down_proj,1712,49,16939,-0.021541,0.021541
down_proj,1712,50,4432,0.021110,0.021110
down_proj,10297,1,22783,0.107626,0.107626
down_proj,10297,2,11663,-0.071591,0.071591
down_proj,10297,3,24322,0.056942,0.056942
down_proj,10297,4,10404,-0.055760,0.055760
down_proj,10297,5,9722,0.048905,0.048905
down_proj,10297,6,402,-0.047283,0.047283
down_proj,10297,7,19966,0.046844,0.046844
down_proj,10297,8,5012,0.046781,0.046781
down_proj,10297,9,15741,0.045245,0.045245
down_proj,10297,10,10441,0.038484,0.038484
down_proj,10297,11,4850,0.037093,0.037093
down_proj,10297,12,5477,-0.036876,0.036876
down_proj,10297,13,9654,0.035889,0.035889
down_proj,10297,14,338,0.035099,0.035099
down_proj,10297,15,24325,0.033920,0.033920
down_proj,10297,16,9100,0.032613,0.032613
down_proj,10297,17,9523,0.031984,0.031984
down_proj,10297,18,5777,0.030926,0.030926
down_proj,10297,19,15795,-0.029659,0.029659
down_proj,10297,20,21133,0.029437,0.029437
down_proj,10297,21,8194,0.029179,0.029179
down_proj,10297,22,6252,-0.024782,0.024782
down_proj,10297,23,3420,0.024196,0.024196
down_proj,10297,24,18206,-0.023799,0.023799
down_proj,10297,25,10575,0.023586,0.023586
down_proj,10297,26,16512,-0.023366,0.023366
down_proj,10297,27,11775,0.023073,0.023073
down_proj,10297,28,22053,0.022938,0.022938
down_proj,10297,29,3368,-0.022905,0.022905
down_proj,10297,30,10008,0.022556,0.022556
down_proj,10297,31,17829,-0.022388,0.022388
down_proj,10297,32,17307,-0.022322,0.022322
down_proj,10297,33,23899,0.022205,0.022205
down_proj,10297,34,18693,0.021792,0.021792
down_proj,10297,35,5392,-0.021625,0.021625
down_proj,10297,36,4673,-0.020777,0.020777
down_proj,10297,37,173,-0.020560,0.020560
down_proj,10297,38,21052,0.020167,0.020167
down_proj,10297,39,14490,0.019745,0.019745
down_proj,10297,40,24411,0.018988,0.018988
down_proj,10297,41,16212,-0.018778,0.018778
down_proj,10297,42,19534,-0.018666,0.018666
down_proj,10297,43,19972,-0.018550,0.018550
down_proj,10297,44,2427,-0.018177,0.018177
down_proj,10297,45,19265,-0.018163,0.018163
down_proj,10297,46,1993,-0.018100,0.018100
down_proj,10297,47,8562,-0.018083,0.018083
down_proj,10297,48,9338,-0.018012,0.018012
down_proj,10297,49,11132,0.017607,0.017607
down_proj,10297,50,14390,-0.017442,0.017442
down_proj,8859,1,21132,0.068812,0.068812
down_proj,8859,2,22783,0.059225,0.059225
down_proj,8859,3,22053,0.050595,0.050595
down_proj,8859,4,11143,-0.048538,0.048538
down_proj,8859,5,18206,-0.045830,0.045830
down_proj,8859,6,6988,-0.045580,0.045580
down_proj,8859,7,18917,0.041186,0.041186
down_proj,8859,8,1178,-0.039118,0.039118
down_proj,8859,9,8210,-0.038667,0.038667
down_proj,8859,10,6510,-0.037005,0.037005
down_proj,8859,11,17307,-0.036109,0.036109
down_proj,8859,12,9654,-0.034762,0.034762
down_proj,8859,13,9515,-0.034079,0.034079
down_proj,8859,14,5392,0.033691,0.033691
down_proj,8859,15,2427,0.033483,0.033483
down_proj,8859,16,15795,-0.032612,0.032612
down_proj,8859,17,10194,-0.031645,0.031645
down_proj,8859,18,21052,0.031535,0.031535
down_proj,8859,19,13335,0.031309,0.031309
down_proj,8859,20,17829,-0.031098,0.031098
down_proj,8859,21,11663,-0.030293,0.030293
down_proj,8859,22,8939,-0.029165,0.029165
down_proj,8859,23,16933,-0.028579,0.028579
down_proj,8859,24,23335,-0.026730,0.026730
down_proj,8859,25,10575,-0.026606,0.026606
down_proj,8859,26,3420,0.026057,0.026057
down_proj,8859,27,3368,0.025273,0.025273
down_proj,8859,28,14201,-0.024806,0.024806
down_proj,8859,29,12953,-0.023841,0.023841
down_proj,8859,30,10404,0.023820,0.023820
down_proj,8859,31,9361,-0.023575,0.023575
down_proj,8859,32,1090,-0.022919,0.022919
down_proj,8859,33,4851,-0.022885,0.022885
down_proj,8859,34,14096,0.022437,0.022437
down_proj,8859,35,12581,-0.021671,0.021671
down_proj,8859,36,3280,-0.021665,0.021665
down_proj,8859,37,19265,0.021629,0.021629
down_proj,8859,38,2718,0.021458,0.021458
down_proj,8859,39,6797,0.021386,0.021386
down_proj,8859,40,10492,-0.021368,0.021368
down_proj,8859,41,14550,0.021326,0.021326
down_proj,8859,42,24127,-0.021137,0.021137
down_proj,8859,43,8562,-0.021039,0.021039
down_proj,8859,44,4673,-0.020718,0.020718
down_proj,8859,45,8451,-0.020263,0.020263
down_proj,8859,46,17685,-0.019462,0.019462
down_proj,8859,47,14198,-0.019060,0.019060
down_proj,8859,48,15741,-0.019027,0.019027
down_proj,8859,49,4796,0.018934,0.018934
down_proj,8859,50,13132,0.018726,0.018726
down_proj,8887,1,9654,0.046446,0.046446
down_proj,8887,2,22783,0.037313,0.037313
down_proj,8887,3,20526,-0.032353,0.032353
down_proj,8887,4,5921,0.030945,0.030945
down_proj,8887,5,8939,0.030065,0.030065
down_proj,8887,6,11663,0.029767,0.029767
down_proj,8887,7,17829,0.028610,0.028610
down_proj,8887,8,9100,0.027849,0.027849
down_proj,8887,9,3225,0.027780,0.027780
down_proj,8887,10,20971,0.025369,0.025369
down_proj,8887,11,19416,0.023207,0.023207
down_proj,8887,12,13417,-0.023004,0.023004
down_proj,8887,13,3703,-0.022896,0.022896
down_proj,8887,14,15741,-0.022557,0.022557
down_proj,8887,15,3382,0.021807,0.021807
down_proj,8887,16,15225,-0.020865,0.020865
down_proj,8887,17,3420,0.020839,0.020839
down_proj,8887,18,21132,-0.020705,0.020705
down_proj,8887,19,21052,-0.020537,0.020537
down_proj,8887,20,5392,0.020422,0.020422
down_proj,8887,21,2488,-0.020162,0.020162
down_proj,8887,22,4017,-0.020100,0.020100
down_proj,8887,23,9984,-0.018308,0.018308
down_proj,8887,24,16933,0.017967,0.017967
down_proj,8887,25,12493,0.017761,0.017761
down_proj,8887,26,1090,0.017101,0.017101
down_proj,8887,27,17753,0.017057,0.017057
down_proj,8887,28,21744,-0.017006,0.017006
down_proj,8887,29,24127,0.016629,0.016629
down_proj,8887,30,21895,-0.016560,0.016560
down_proj,8887,31,21045,-0.016132,0.016132
down_proj,8887,32,24325,-0.016058,0.016058
down_proj,8887,33,18447,-0.016015,0.016015
down_proj,8887,34,16939,-0.015067,0.015067
down_proj,8887,35,20972,0.014776,0.014776
down_proj,8887,36,17307,-0.014394,0.014394
down_proj,8887,37,13659,-0.014333,0.014333
down_proj,8887,38,8535,-0.014089,0.014089
down_proj,8887,39,6502,0.013524,0.013524
down_proj,8887,40,5300,-0.013252,0.013252
down_proj,8887,41,4792,-0.013122,0.013122
down_proj,8887,42,9770,0.013101,0.013101
down_proj,8887,43,486,-0.013053,0.013053
down_proj,8887,44,14390,0.012984,0.012984
down_proj,8887,45,5946,0.012640,0.012640
down_proj,8887,46,24154,0.012625,0.012625
down_proj,8887,47,19789,0.012620,0.012620
down_proj,8887,48,10404,-0.012546,0.012546
down_proj,8887,49,10492,0.012412,0.012412
down_proj,8887,50,10635,0.012283,0.012283
down_proj,3896,1,9654,-0.045437,0.045437
down_proj,3896,2,20526,0.036413,0.036413
down_proj,3896,3,13417,0.036104,0.036104
down_proj,3896,4,22783,-0.034400,0.034400
down_proj,3896,5,17829,-0.033969,0.033969
down_proj,3896,6,5921,-0.033230,0.033230
down_proj,3896,7,21132,0.032433,0.032433
down_proj,3896,8,3420,-0.032031,0.032031
down_proj,3896,9,10194,0.031541,0.031541
down_proj,3896,10,19416,-0.030634,0.030634
down_proj,3896,11,3382,-0.029080,0.029080
down_proj,3896,12,2488,0.028578,0.028578
down_proj,3896,13,4017,0.028465,0.028465
down_proj,3896,14,3280,-0.026593,0.026593
down_proj,3896,15,2112,0.025241,0.025241
down_proj,3896,16,24127,-0.023915,0.023915
down_proj,3896,17,15225,0.023776,0.023776
down_proj,3896,18,20971,-0.022872,0.022872
down_proj,3896,19,3225,-0.021923,0.021923
down_proj,3896,20,9100,-0.021475,0.021475
down_proj,3896,21,16939,0.020491,0.020491
down_proj,3896,22,23985,-0.020235,0.020235
down_proj,3896,23,10492,-0.020121,0.020121
down_proj,3896,24,1090,-0.020115,0.020115
down_proj,3896,25,8850,-0.019215,0.019215
down_proj,3896,26,3703,0.019127,0.019127
down_proj,3896,27,17307,0.019080,0.019080
down_proj,3896,28,19347,-0.019065,0.019065
down_proj,3896,29,15741,0.018898,0.018898
down_proj,3896,30,18917,-0.018436,0.018436
down_proj,3896,31,4851,0.018168,0.018168
down_proj,3896,32,4276,-0.017035,0.017035
down_proj,3896,33,14198,-0.016942,0.016942
down_proj,3896,34,12729,0.016594,0.016594
down_proj,3896,35,2575,-0.016509,0.016509
down_proj,3896,36,6252,0.016351,0.016351
down_proj,3896,37,23335,-0.016095,0.016095
down_proj,3896,38,24154,-0.016011,0.016011
down_proj,3896,39,1171,-0.015887,0.015887
down_proj,3896,40,18206,0.015863,0.015863
down_proj,3896,41,12679,-0.015841,0.015841
down_proj,3896,42,11663,-0.015730,0.015730
down_proj,3896,43,2766,0.015482,0.015482
down_proj,3896,44,2328,0.015387,0.015387
down_proj,3896,45,12079,-0.015075,0.015075
down_proj,3896,46,19788,-0.014989,0.014989
down_proj,3896,47,21744,0.014855,0.014855
down_proj,3896,48,7780,-0.014614,0.014614
down_proj,3896,49,17235,-0.014556,0.014556
down_proj,3896,50,18329,0.014510,0.014510
down_proj,12728,1,22783,0.115434,0.115434
down_proj,12728,2,21132,0.083866,0.083866
down_proj,12728,3,6988,-0.077007,0.077007
down_proj,12728,4,5392,0.070648,0.070648
down_proj,12728,5,18206,-0.069708,0.069708
down_proj,12728,6,2427,0.065514,0.065514
down_proj,12728,7,10575,-0.062140,0.062140
down_proj,12728,8,8210,-0.061270,0.061270
down_proj,12728,9,21052,-0.055264,0.055264
down_proj,12728,10,9770,0.053669,0.053669
down_proj,12728,11,20526,-0.053054,0.053054
down_proj,12728,12,3420,0.052745,0.052745
down_proj,12728,13,9984,-0.052035,0.052035
down_proj,12728,14,17307,-0.048886,0.048886
down_proj,12728,15,22053,0.047705,0.047705
down_proj,12728,16,18917,0.046157,0.046157
down_proj,12728,17,21045,-0.044980,0.044980
down_proj,12728,18,10194,-0.044702,0.044702
down_proj,12728,19,6510,-0.044476,0.044476
down_proj,12728,20,5921,0.044424,0.044424
down_proj,12728,21,1178,-0.044043,0.044043
down_proj,12728,22,2718,0.041551,0.041551
down_proj,12728,23,15795,-0.040396,0.040396
down_proj,12728,24,17546,0.039617,0.039617
down_proj,12728,25,20971,0.038718,0.038718
down_proj,12728,26,3703,-0.037429,0.037429
down_proj,12728,27,17753,0.036786,0.036786
down_proj,12728,28,13335,0.036780,0.036780
down_proj,12728,29,6252,-0.036692,0.036692
down_proj,12728,30,3368,0.035071,0.035071
down_proj,12728,31,3362,-0.034520,0.034520
down_proj,12728,32,9361,-0.034231,0.034231
down_proj,12728,33,20972,0.033914,0.033914
down_proj,12728,34,17875,-0.033863,0.033863
down_proj,12728,35,410,-0.033803,0.033803
down_proj,12728,36,24325,-0.032488,0.032488
down_proj,12728,37,12953,-0.032449,0.032449
down_proj,12728,38,3225,0.031360,0.031360
down_proj,12728,39,5946,0.030974,0.030974
down_proj,12728,40,8451,-0.030763,0.030763
down_proj,12728,41,11663,0.028572,0.028572
down_proj,12728,42,13659,-0.028515,0.028515
down_proj,12728,43,18447,-0.028302,0.028302
down_proj,12728,44,22775,-0.027505,0.027505
down_proj,12728,45,18329,-0.027418,0.027418
down_proj,12728,46,4851,-0.027240,0.027240
down_proj,12728,47,8562,-0.027022,0.027022
down_proj,12728,48,9896,0.026757,0.026757
down_proj,12728,49,11354,0.025892,0.025892
down_proj,12728,50,1887,-0.025253,0.025253
down_proj,2404,1,21132,-0.114358,0.114358
down_proj,2404,2,9654,0.105665,0.105665
down_proj,2404,3,6988,0.074091,0.074091
down_proj,2404,4,2427,-0.065398,0.065398
down_proj,2404,5,6510,0.062267,0.062267
down_proj,2404,6,22053,-0.056664,0.056664
down_proj,2404,7,9100,0.054104,0.054104
down_proj,2404,8,5392,-0.050822,0.050822
down_proj,2404,9,10575,0.046562,0.046562
down_proj,2404,10,10404,-0.045818,0.045818
down_proj,2404,11,8939,0.045571,0.045571
down_proj,2404,12,15225,-0.045274,0.045274
down_proj,2404,13,17829,0.044871,0.044871
down_proj,2404,14,3280,0.042849,0.042849
down_proj,2404,15,23335,0.042028,0.042028
down_proj,2404,16,5777,-0.040648,0.040648
down_proj,2404,17,2718,-0.039526,0.039526
down_proj,2404,18,14201,0.038318,0.038318
down_proj,2404,19,22775,0.038124,0.038124
down_proj,2404,20,11663,0.037869,0.037869
down_proj,2404,21,9361,0.037325,0.037325
down_proj,2404,22,19416,0.036694,0.036694
down_proj,2404,23,15379,0.035511,0.035511
down_proj,2404,24,2488,-0.034269,0.034269
down_proj,2404,25,9515,0.032243,0.032243
down_proj,2404,26,10492,0.031848,0.031848
down_proj,2404,27,19265,-0.031845,0.031845
down_proj,2404,28,12953,0.031778,0.031778
down_proj,2404,29,14198,0.031712,0.031712
down_proj,2404,30,14550,-0.030754,0.030754
down_proj,2404,31,9770,-0.030092,0.030092
down_proj,2404,32,18206,0.029880,0.029880
down_proj,2404,33,13417,-0.029559,0.029559
down_proj,2404,34,8451,0.029515,0.029515
down_proj,2404,35,15795,0.027372,0.027372
down_proj,2404,36,12581,0.027290,0.027290
down_proj,2404,37,4796,0.027227,0.027227
down_proj,2404,38,3658,-0.027093,0.027093
down_proj,2404,39,3382,0.027012,0.027012
down_proj,2404,40,8850,0.026820,0.026820
down_proj,2404,41,8608,-0.026668,0.026668
down_proj,2404,42,18429,0.026511,0.026511
down_proj,2404,43,14060,-0.026290,0.026290
down_proj,2404,44,16933,0.026180,0.026180
down_proj,2404,45,5921,0.026136,0.026136
down_proj,2404,46,21045,0.025991,0.025991
down_proj,2404,47,12312,-0.025724,0.025724
down_proj,2404,48,17546,-0.025555,0.025555
down_proj,2404,49,18917,-0.024020,0.024020
down_proj,2404,50,24127,0.023821,0.023821
down_proj,13492,1,22783,0.107194,0.107194
down_proj,13492,2,9654,0.091271,0.091271
down_proj,13492,3,3420,0.080193,0.080193
down_proj,13492,4,21132,-0.075781,0.075781
down_proj,13492,5,13417,-0.067384,0.067384
down_proj,13492,6,20526,-0.064505,0.064505
down_proj,13492,7,4017,-0.064104,0.064104
down_proj,13492,8,17829,0.062908,0.062908
down_proj,13492,9,9100,0.059341,0.059341
down_proj,13492,10,2488,-0.058518,0.058518
down_proj,13492,11,19416,0.058507,0.058507
down_proj,13492,12,10194,-0.058334,0.058334
down_proj,13492,13,5921,0.058207,0.058207
down_proj,13492,14,8210,-0.056258,0.056258
down_proj,13492,15,15225,-0.052811,0.052811
down_proj,13492,16,20971,0.051083,0.051083
down_proj,13492,17,10492,0.047636,0.047636
down_proj,13492,18,8939,0.046385,0.046385
down_proj,13492,19,23985,0.045568,0.045568
down_proj,13492,20,15741,-0.044783,0.044783
down_proj,13492,21,11663,0.043737,0.043737
down_proj,13492,22,18917,0.043453,0.043453
